sentences,values
bantu putri rima daniel sibuk urus osis ikut aya kayak sibuk makelar urus anak tuyul alias gil oj sok tahu,0
mega rona utus malaysia april beli utusan malaysia langgan islam muslim alquran keluarga wanita sehat hibur artis budaya sains teknologi alam sekitar alumni kampus universitas wira tentera polis,0
si mae mental wor nya keren teel minggat terjatuh layan cebong tetes modar dadak,1
tanya kawan bahas ekonomi hutang negara defisit bocor pas ajar ekonomi ajar beda uang kertas uang koin uang kartal uang giral,0
bib sabr nih potong onta raya,0
ria ngiang telinga serasa dunia mlik tuhan tentu sglnya,0
teriak susah jawab lo simpel dungu sok pintar mah baca bong,1
laki laki brengsek laki laki brengsek dunia,1
makasih ya hurup cina,0
bani serbet kaum kampret demo tipu umat jawab dana jamaah abu tur alir ustad beli nasi bungkus,1
gua jaman sma tinggal bis sekolah bis posisi gua diri ampe turun pas diri pantat gua toel anjiiiing gua lemah lembut kaya tangan diam gua cengk,1
aseng ongseng nikmat kau dusta lupa syukur hilang yakin,0
ulama bashirah maslahah umat cerita nabi khidir nabi musa ajar hidup tatap putus salah yakin,0
engcer kek eeq mencret ya,1
benar sinyal jancok minggu sinyal kaya bangke busuk,1
tipe bain andal cebong muas syahwat,0
santri dukung cegah terorisme,0
persija contoh klub ramah saudara fabel panpel sedia tiket khusus difabel nya mudah bangku khusus difabel duduk aparat aman sayang,0
sama kak sama sempat pasang poster situ kristen pramugara cantik banget,0
raih gue matre bayar fakta dasar banci potong itu fukonserawlex,1
warga semarang prihatin kontroversi puisi gus mus,0
kristen atur bible manusia cipta akal pikir beda buruk patut patut tulis bible,0
dubes kwang il kuat budaya bangun hubung indonesia korea,0
capek gue kayak rasa bego teman gue diskusi uji,1
mana sistem pilih langsung petahana untung jabat presiden batas kalo pimpin presiden,0
wak tanyo untuk dipaelokan tampek tingga kecek amak hanyo untuk acara adat perlu lestari budaya pemda baag,0
harus hapus islam ajar sesat dungu biadab umat,1
koreaable banget face rafathar cakep ganteng manis banget,0
uuhhh tobrut lonte enak jepit kontol,1
ironi bisnis mega triliun profit diri mimpi contohny,0
tau bangsat tau brengsek tau bajing tetap,1
nurul arifin kota cerdas tunjang masyarakat cerdas bandung geulis,0
sabar gua mah adek kunyuk bau kek sempak kuda,1
gesek memek lo kaki gue lonte tolol gitu gesek lonte tolol doyan gesek memek murah kaki gue melet kek anjing sepong kontol nih gue jejal mulut lacur lo pake kontol mentok gesek memek lo kaki gue tolol,1
kontol si abang selamat pagi,1
umat islam daftar nama menteri sontoloyo menteri korup bgaimana nama menteri sontoloyo aku muslim tabiat nista islam menteri pro lgbt bata,1
jelek banget kaya kunti,1
seroja seroja siswi sd katolik karya yosef istri ronaldo pardede sah,0
bom wtc minyak irak kabar,0
harakah kenal taat batas individu ulama im tinggal albanna tolak tradisi baiat mursyid salah keras tolak syaikh qardhawi,0
dasar kaum onta bacot ajj gede istighfar,1
cebong buta tuli nyata timpa negeri bela rezim gampang doktrin pidato data indehoi perintah,1
jatuh tinggi hidup cacat inu karunia ya kepala alami darah otak dokter operasi alhamdulillah,0
haji bolot asli suka dugem salon fiesta,0
usir cina jongos jongos indonesia damai,1
gue bete nonton seducer anjir peran pol gilir wanita pengawal aduh gue liat kristen pramugara ekspresi gitu gitu,0
babi sial marah nii,1
hah enak sate saus padang titit gede,1
suasana kerja ubah banci,1
refrensi kpk dprtmbngk pilkada harus drobah systemnya resiko cri resiko sminimal masyarakat maju sejhtera minta diakomodir anggota tim bupati rita uang kontraktor,0
mantan menko maritim nilai presiden ganti jokowi selamat bangsa lengkap pilpres kata mereka,0
koar koar nya gera umat eh bacot dukung politik dasar bani cabul otak monas,1
undur undur fc mah culun akui nya tim hebat lawan persib undur fuck jokodri,1
ya allah ekonomi kacau,0
cebong kampret bilang infrastruktur jalan terus mahal,1
youtuber kasar tutup akun tutup usia,1
sempat presiden negara ekonomi kuat perkara mudah tantang uji hadap penuh yakin optimisme jokowi ajak masyarakat optimis,0
allah akbar ketua fpi lapor adik armando bareskrim,0
brengsek berisik genit eh tahu deh,1
fungsi kurang beban gantung hasil petroleum negara lagi idea laksana datang bank negara pesta bn gelombangbiru,0
warga banjar sandan desa bangli baturiti sikap dukung pilkada bal damai tolak hoax,0
untung presiden jokowi beliau nih bandara mangkrak jalan terima kasih presiden salam periode,0
devor nuna rafen kunyuk anjir gua tenang,1
salah cung bani kacung dungu lu perintah ngawur bijak,1
balik akrab teman dunia nyata bilang bacot aku,1
ab suka bicara kasar mas susah kontrol emosi,0
coba usir cina rakyat nkri gembel nkri kaya aseng asing trilyunan kaya uras nkri stop tolol,1
ishh raja mesir onta,0
deklarasi pilkada aman anti hoax warga asem jabon,0
si otak tempurung mah balas semakin lawan bloon dungu kalo gitu makan hehe,1
takut mati lihat terroris pimpin takut mati suruh mati bom bunuh goblok bangsatdi takut mati,1
bonek jancok suporter suci indonesia maling goreng jarah warung bonek jancok maaf ras kuat tahan,1
amoroso per presiden soeharto pulang,0
balas pakai pantun pergi jawa pakai baju lecek bawa nyonya cililitan serpong,0
kabur dapat presiden sukarno kabinet presiden sukarno pki,0
curi sampin lelaki sekolah agama,0
mending bajing hati iman rupawan laku kayak preman,1
ikut kaji calculus balik suluclac hidup yahudi bahasa israel kuno,0
cerita betapa kejam black monster kalah iblis hina orang pilih dengar kristal jiho erti maksud,0
islam pikir fasis komunis hewan manusia hak pikir beda rahmah,0
pakai baju sih kasi telanjang,0
sakit panik alami kaum begundal kampret bongkrek prabowo presiden panik lanjut sprtinya jokowi periode,1
inti lo kaya bajing,1
asik ya gitu budaya barat jaman romawi suka tukar kritis kultur belajar pusing,0
ganja narkoba kiri komunis,0
lo tuh bencong bacot lo cewe kaya banci ngamen kasih duit bacot mending lo cakep mah jelek kaya gitu madesu mentioned langsung kutipan cuitan,1
gambar kayak bahas kelas rezim uang,0
anjing najis mino jelek,1
jelek nya jokowi sanding prabowo jejak rakyat tau prabowo timbang pilih jokowi hemm buta mata mas hati buta,0
mau dukung pilih rakyat ulama moga pilih prabowo anis matta insha allah,0
woo kapir kapir kalo gua sebut kapir hina ya saking kerdil otak lo lo umpat islam gua umpat agama spesifik dasar kaum intoleran sara lo munafik kapir goblok ganti,1
kara umpat anjing tai babi,1
hahahahahahahaha baper bang cebong juang baper,1
orang bangun tidur siang cantik ka yaya,0
otak taruh mana taruh congor lo,1
atur negara anut atur salah agama lo bilang negara negara agama negara agama sender singgung ateis lo bawa bawa,0
kerja lempar batu bang mah kaya teman lo lempar bis main pake bom molotov,0
biar daerah bandung kembang pesat jatinangor sumedang sekitar cengkareng kembang daan mogot serpong kamal otomatis infrastruktur bangun jar,0
hrd nya emang bayiiiik huh lupa si dasar gembrot,1
cepat islam nyata sesat sesat bank syariah,1
ya kalo jongos nya sipit,1
anjir kerja sedih inget kuliah,1
kena sanksi produksi alumunium rusia ancam turun,0
sana cowo asing coba ajakin kenal bikin asyik bareng beli perlu proker cengkrama posko malam betah kalo gitu bawa sedia film biar gabut,0
jaman sukarno ampe urus ormas kayak lacur layan rejim,1
celeng bikin synna emosi pancin,0
selamat ngewe halal bray,1
lomba seni tari vokal bangun semangat sama,0
taplak meja warung belah ya allah humor,0
perintah gus ipul puti depan kuat program nawacita presiden jokowi jawa timur kabeh dulur kabeh makmur salam jari gusi pulputi santun,0
teriak mnakuti rakyat mnyebut presiden periode lawan prabowo pasti agen ganda bayar mpromosikan tkoh ttntu spy rakyat bingung pecah suara,0
gengsi munafik pura misi gengsi bilang paksa ahok jarot,0
wanita cantik suka ah,0
fuck teroris budha myanmar,1
koar akui anti aseng asing pas pilkada pilpres,0
daritadi nungging main memek sange cuy,1
kelak ungkap jujur muhammad bicara quran lukman,0
deklarasi pilkada aman anti hoax warga jara jabon,0
cebong boros bacot hemat pake otak,1
warga badui selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim sabtu,0
salah knape bile kait kantuk gay semua nak alim selamat saviour semua asing tngok gay truk gay ciri sahaja tengok individu rakyat biar,0
mampus lo kiri menteri bejat,1
kaya asing deh lupa,0
batu bata warna ireng,0
emang ya salah budaya bodoh lihat moga sukses jalan ya,0
nikita mirzani pake hijab bicara cebang cebong fantasiin dia bom uh ah cokorers,1
pas beli makan belakang tulis jomblo larang konsumsi bangke gue jomblo,1
pks sepakat tuju pilkada kembali dprd,0
sayang paras nan cantik kumpul cowok gembel bawa gembel suka gengsi kalo pacar eh lihat foto foto cowok gembel nongkrong pinggir jalan malu cantik kalo otak murah,1
hadiah taplak meja menang therichchenle,0
film masuk film korea judul ingin harap cerita anak perkosa anus operasi hadapi maaf cacat permanen gitu pokok cerita ayah ju,0
emut kontol gede crot mulut nikmat duniawi ya gay gay coli bahan coli,1
tato entot kayak sih thailand nikmat gay kontol coli bahan coli,1
gapain pusing goblok nya mengexpose zionisme keparat expose berita kayak orang gila senang mengadudombakan orang,1
memek bulu mantap jilat,1
syukur atuh pamer twitter goblok,1
tunggu serbu onta puja turki,1
percaya asing sisi ryeowook,0
cuman rumus diet dipecahka ya bang,0
kaya bilang raja raja muka nya kaya tai musang,1
bicara lanciao orang chinese bilang ras li kong ho,1
mas tra lihat bule papua ya prosedur patuh taat liat asing,0
kualalumpur ayat quran jadi hujah ulama haram pilih muslim wakil rakyat teliti rujuk orang kafir musuh islam anut,0
polda jateng aman pilkada,0
muka tutup panci wkwkekek jelek nya ampe ubun ubun,1
ya tuhan hidup ku sih salah ku tuhan goblok,1
kopar kapir preet kampret bukti junjung si uno ngilmu nya negeri kapir,1
kunyuk ustad modal bewok bicara antam antum doang,1
nama kapitalis emang kejam sih konteks apa mending beli warung toko lusin sejahtera rakyat gua lu inget gua,0
minggat gua line cebong barbar,1
dah habis story atok cerita pasal askar perang komunis alam bom tembak tidur hutan askar bangga atok salut,0
inget kapan kali mimpi indah nyata kek tai mimpi tai,1
dosa rumah privasi tuhan pengaruh budaya songsang tuju dengan rusak sistem keluarga normal manusia tolak budaya lgbt,0
layar tai asu bajing keluarga bajing pis mengerti laku keluarga koyok asu mbok kaplok mulut bani bangsat,1
denise leith rezim soeharto saham persen freeport langsung penuh minta soeharto freeport,0
gerindra untung penting golong apak kabar uu md cepat putus,0
wakakaka cebong bohong ikut gaya bohong junjung,1
urus urus orang mulut nyinyir kaya banci lekong,1
bayi langsung nete susu sapi gue,0
kantor buang sih anjir bau bangke bgstt,1
mulut busa muncrat mana haus kuasa ribut kusuk cari salah olah congor doang,1
tolol jongos nista agama ahok calon dukung intoleransi si ahok nyari umat muslim,1
bajar timor leste pribumi milik daulat timor leste etnis cina khianat perompak ahok,1
sumpah si kak kemeja jeans bikin liat segar mantap mantap,0
ngewe tante pokok jamin tante puas,1
kampret markson gue garuk kasur,1
bah otak onta sedeng tau ulama mu bicara ekonomi muslim ulang onta somplak kuat ekonomi muslim,1
adik kak maudy cantik pintar aura positif ramah lemah lembut rajin sholeha,0
kereennnn rundung netizen jadi ajar,0
kampret lu zonk mata lu salah pakde jokowi perintah wowo mata lu,1
dulatips heran cebong neng banget agung junjung plonga plongo,1
alhamdulillahongkos haji turun dampak bank syariah,0
begal arab buta huruf nabi begal sadis kelompok lampung rampok bunuh karyawati bekuk,1
tgb belot arah dukung jokowi periode tekan asing proyeksi presiden,0
cerita lagu si raja monyet,0
dpr tuh manusia manusia kompeten introspeksi lembaga ampas,1
suara bani kampret mati kenyang,1
monyet langka ekor kukang selamat jual beli lewat daring,0
cumbu bayang rembulan datang jiwa impi terkadang bisu,0
mah jupe nya cupu,1
ampe koreng sih kek luka tumit kelopekin gitu lebar disaranin pakai,0
bacot ngentot emang pulsa doang teman biar lo rantau lo kenal,1
prabowo mulut busuk rizieq anies fadli zon fahri kumpul sampah negara laku kaya sampah,1
buku lawas peran agama moral bangun masyarakat ekonomi indonesia sjafruddin prawinegara harga minat,0
batal putus sikap syahrir ubah cegah tokoh partai tionghoa indonesia teguh,0
seram yal tikus lubang jamban,0
ontel ya bawa ontel untung onta lucas tegak badan miss claire duduk jok laju kencang pegang kuat buk modus langsung lucas kayuh,0
bodo bngs gue uas,1
marvel bahasa ibrani budak yahudi,0
lepas bom surabaya aksi teroris susah,0
cowok ganteng six pamer kontol beurat kamar,1
perek main memek longrep ya,1
kunjung pangandaran kapolda laksana pilkada jabar aman,0
rmol bikin berita indonesia menang piala dunia kasih surel kredibel alah cundang culun tampil identitas asli berani bacot monyet hp buat korea cuy ngahahaha,1
nomer nya indosat pulsa barusan sadar kalo pulsa rp pakai bangke nih emang,1
cabul bangsat anjing pepek kontol,1
ah anjir favorit gue,1
kerja korban phk freeport tahun temu hak nya juang,0
najis banget kalo niat flash sale barang bayar ilang,1
nih sobat salah satu lebih presiden ketat awas jokowi kembang proyek strategis nasional laksana lapang tuju protek tekan timpang sosial,0
kristen nusantara gereja gkj gereja kristen jawa,0
dah kau dah kau bisu tau orang bisu romen tangan nak beli kuih raya,0
kalo duit banget rumah bikin zen taman belah teras rumah ala jepang gitu kek rumah bos yakuza banget nongkrong tidur nikmat angin sepoi elus kucing gendut muka bodoh ju,0
trend trend sepatu trend bentuk pasar pasar pamer,0
ya lonte baju seksi kau kau suka tobrut kau jalan janji nikah politik formalitas kertas kosong love soul,1
salah satu nabi hud nabi hud tradisi arab islam ada padan tradisi ibrani yahudi,0
duluan ya gue balas lo sakit jiwa ettt dah laki banci,1
cinta buta cha tidak mau ya enak,0
it kalo minta sangkut ya kepo teman tuna netra tuna wicara tuna grahita tuna daksa etis buta bisu belakang cacat,0
hutang saham fmi panjang kontrak fmi habis fmi milik nkri bentuk tolol rezim,1
papa buat adik jijik najis papah neomu neomu jijik,1
qaumi ekjayati konferensi jamiat ul ulama hind ki publik temu ba,0
buku langka tuanku rao teror agama islam mazhab hambali tanah batak hardcover minat,0
proyek bangun bendung pelosika batal presiden,0
junhoe si gue kek anjir geblek gue,1
butuh bom cinta kasih tulus,0
kampungan kampung udik payah,0
suka suka sih mama bilang cinta monyet,0
sangup tangkap presiden tugas partai junjunan mangkrak ya jinjing bloon,1
takut cina pesta dap bimbang paham bawa,0
ku dah padah eh walau kau bodo bulak curang ompu ya nya still maok kau segal sayang eh kau bodo,1
muka bantu kamera dekil mel,1
tuju batal ustad bicara jancok mata kasar kotor ambil ilmu mas madi arya,1
