sentences,values
hobi ngebodohin cerca ngedunguin sebut enak jidat sendiri kacung cebong sok rawat hak asasi manusia jijik liat panu smntra penuh panu,1
setan muncul mana heran,1
buaya mn au chris paul,0
cowok kagak enak tidur tidur kanjut jepit jendol alamiah tutup,1
ku tau mata sipit liat,0
anjing gelo lu kali,1
jatim anti hoax deklarasi anti hoax pilkada damai warga sawah,0
hyunjin sinting emang ganteng,1
kapal karam monyet kasihan patah hati,1
mata sipit marah senang lirik segar enak nya si mata sipit,0
sadar hidup urus orang bahaha sampah abis,1
benci plk tengok bangsat fvck,1
lu dongo suporter promosi film politik aingpersibaingpolitik,1
semenjak libur suka bangun jam pagi untung tayang ulang roman picis ulang sensitif tetap tambah per ka bani baper,0
kasiter serta muspida tinjau sasar fisik kodim yawa sasar bangun unit rumah tipe buat unit paud kamp cina tua bangun unit rumah kampung tuap unit rumah kampung serui laut pasir puti,0
benci pks agen yahudi komunis,0
ide brilian motivasi pns semangat kerja samping jam dinas,0
bagus sih erick mutusin jessica ya erick laku begituu coba liat jessica,0
emang otak bersih cebong dungu bau,1
lagu bangsa yunani bait depp bahasa jerman idiot,0
johor negeri pesat bangun golong professional jaga agama,0
cacat kalo on karakter,1
komunis liberalis bentuk garis ujung barat timur bumi arah utara selatan temu tanah dua hancur menang negeri jatuh dalam pro,0
muslim katolik budha hindu kristen jawa sumatra papua konsekuensi muslim jawa bhinekas kalo nkri pancasila konsekuensi orang indonesia,0
sih teman liat jutek sinis judes dingin pas doang pas dekat sampaikan gila stres sarap ya emang sih kadang jujur eastaga dekat,1
maksud bukti korupsi nista agama nya ya om bangsat lo lo maaf pake bahasa babi ahok,1
asing corak kayu coklat nya,0
temu lelaki puja ku panggil gendut mantap hati diet roda putar jfcolourday,0
pusing uda lihat anak orang berak,0
bom takjil malang ck malu ya,0
astaghfirullah ingak elok tuduh orang kafir,0
keti jelek miskin umpat jablai,1
dengar kisah presiden soekarno masjid tutup perintah uni soviet mari simak informasi nahdlatul ulama islam nuasntara islam nu aswaja soekarno indonesia nikitakruschev unisoviet,0
kau cacat dimples cacat sekian,1
laku derita tahu abu bakar siddiq beli zinnirah harga tekun ibadat kurnia allah mata buta cahaya peristiwa,0
sebel liat ngentot lu laki porno anjing mati kek,1
adek gue putih banget orang sipit astaghfirullah untung pesek,0
ikuti balik gua baca lo kira setan,1
musim nih sate pagi minggu mayor coba sate pagi porsi tusuk lontong ceban bumbu kacang nya gila sedep asli,0
lucu kalo polisi tahu sebut specifik kitab agama panggang api,0
yomi semenjak artis porno sadar deh jujur haru bilang,0
tai ah kalo emang rasa kerja disgraceful bicara kek bilang serah gimana gue abis gue tanda tangan kontrak nawar lowong,1
cebong ahli rundung ahli rundung gerombol kampret panik temu sosok pas ganti jokowi jokowi wajib periode,1
shalat rasa berat orang orang munafik shalat isya shalat subuh bukhari berat lang jamaah isya,0
inget nonton film piramid gitu rame rem teriak gue teman gue ketawa sinting,1
finis avatar kendal jenner pake kacamata ngulum permen loli avatar mas kawan capibara latar api neraka,0
plenjas plenjus koyo bencong,1
orang suka konser konser boros,0
kira orang spi onta tau usa yahudi banyak pake otak pake onta,1
perintah serius perhati kembang ekonomi umat program bank wakaq mikro moeldoko,0
teliti orang kristen china,0
iiih mak kunti datang,0
jelang pilkada anggota polsek tegal rejo polres magelang sambang dds tokoh agama,0
cium aroma aroma jablay pantas bangsat yoj pergi lu,1
enak bego tuduh tuduh gue laku,1
angkat kg berisik kaya tusbol bot,1
cina bawa bawa ras kak,0
kain kafan pakai muslim bungkus mayat tradisi adat budaya yahudi yohanes ambil mayat yesus kapan kain lenan bubuh rempah rempah,0
banci thailand mah cegan oppa,1
nevertheless has combat perang pengalaman kes mentingin cuci tangan borok koreng rahasia,0
ya emang muka muka badak muka beton malu,1
ceramah hukum zakat quran hadist tempat smk agama saratok sarawak,0
suka main data ekonomi peristiwa ekonomi makro ujug dahulu bijak,0
rasulullah bilang bayi lahir suci orang tua tentu yahudi nasrani majusi,0
pepek sedih akhir bangsat kau dinay semua burit mu sempit,1
dukung lingkung kurang imunisasi kasih sayang butuh ekonomi pengaruh nafsu makan butuh sehat,0
semangat rick usaha baru,0
airlangga malu malu maju calon wakil presiden damping jokowi,0
gaweanne kenthir jabat liat jaga aman mantan presiden bingung statementny rakyat sengsara,1
kebelet ngentot kamar mandi,1
oh lirik kiri sosok asing bagi bingung sosok,0
presiden jokowi coret proyek daftar putus realistis kejar bangun proyek strategis nasional proyek hilang,0
kejar anjing pagi pagi terima kasih,0
partai islam kawan tau dosa kaum munafik parah orang kafir,1
moga aparat keparat karat belangsak sisa hidup,1
teman makan teman teman ku panggil bangsat,1
antek amerika pasang badan saham freeport asai indonesia,0
gusur usir tkw tki,0
pin siswi kelas smp katolik santo petrus istri ronaldo pardede siswa kelas smp katolik santo petrus,0
siswi kelas sd katolik karya yosef istri ronaldo pardede sah,0
pintu antre tampung tonton awas tugas aman rab kedanim,0
kandidat ganti bima sakti,0
puasa pas itu beli nasi ayam rempah lupa cakap kuah asing so dah harap nasi,0
hyena kait anjing kait erat kucing,0
cinta buta buta gelap gelap hitam hitam monyet monyet baca cuitan,1
ce kacamata identik culun,0
bong bersama ne taman bom rilis mv rilis lagu,0
presiden regulasi hambat laksana usaha menteri tingkat provinsi tingkat kabupaten tingkat kota presiden pangkas banyak sederhana ratas,0
ahok cipta bara api rakyat pribumi tionghoa balut phobia ahok kafir ras,1
dongo pandangan si gerung kitab suci pakai semua agama islam agama nista,1
ngangkang lebar lebar main memek kaca lemari,1
orang bodoh pilih sontoloyo,1
ahok bebas syarat mako lebih nyaman nyaman rejim kacung sifat china khianat,1
tgb bukti umaro ulama nasionalis religius nasionalisme ragu lingkaran beliau cucu pahlawan nasional dedikasi nkri,0
cebong ekspose tonjol infrastruktur peduli bayar utang,1
rejim jokowi langgeng salah urus bijak agraria orde keadilan distribusi tanah,0
mending urus lobang vagina emak lu deh kasihan kena entot kontol anjing,1
lo bahas ekonomi morat marit deh lo tuh pake akun tulis nama kek gitu lo antek aseng gegara aseng kek congor lo negara hina kek nega,1
duhhh banci medsos murid napi kali bui ya rumpi bgtxx kayak junjung bencong bencong mbok ya adab dikit kayak residivis gitu mentang guru mantan residivis kali,1
milea senang pikir senang bingung bingung mahu henti milea mahu henti mikiri,0
jilmek debat jilmek enak sih,1
dah adzan subuh sholat yuk kristen sate yuk,0
hitung takut biaya om air asia lokasi laut habis biaya danau gantung perintah kerjasama amankan asing,0
rp haneul doyan sepong kontol on cuit ulang,1
kangen gua gitu edan,1
edan euy jinyoung nyanyi micnya balik kakakakakka maaf,1
dokter hewan anjing sakit bau telinga,0
keren aktivitas ladang hama nyari makan,0
salah khalifah rasyidin rang orang kafir orang orang munafik orang muna,0
bagus kau masak buta masak sydney letak kantung plastik meja keluar bahan curi pandang bahan dap,0
aju praperadilan atur pasal jo hap aju ketua adil negeri bukti razia susila cacat prosedural status sangka batal hakim anggap,0
nantang buka dada eh sebut setan emang habis kamus ngelawan kenegarawanan joko widodo presiden ri stresssssss nie hati kena stoke serang jantung rakyat indonesia hilang badut politik merdeka,1
hauahahaha muka banci kecoa kafir z,1
rekening valuta asing setor transaksi pas indonesia saldo kena astagfirullah susah lo,0
bandot lu kritik jokowi ampe mencret darah lu hina fitnah ambil tindak jokowi presiden pimpin negara lu pimpin agama salah kaprah,1
aneh ustadz ajar non muslim atheist ajar eropa amerika australia aneh liat pastor ajar katolik india biksu,0
sih sayang sayang putus eh anjing anjing,1
kuasa orang keparat bajing hancuuurrrr,1
potonya diumpetin busa sabun soklin mawar cap buaya ditipu wajar ku percaya,0
anti aseng jajah ekonomi china impor,0
eh kunyuk nih kuliah lohh anak sma ya,1
koyak komen kena kena bahas komen hang balas koyak narapidana peneruja lubang burit hang koyak,1
eks sono kolam bong bangsat,1
orang saksi anjing kasus babi tolol,1
kompedium ajar sosial gereja mbak cuman prioritas sekolah katolik,0
gerindra pks teken letter agreement kait cawapres prabowo kumpar,0
maksud bom takjil kerja nyeleneh,0
lepas orang cinta sulit banding terima cinta asing hati,0
anggap munafik pura penting buat,0
habis ngentot some hutan bareng tentara teman kenal kali some sma tni kekar,1
jiahahahhh si bencong idiot galau ngeper tau sebar berita fitnah maklum sih bencong turun gerwani bencong fitnah makan kerja lo suka mangkal emper hihihihihihi,1
tulis pagi budaya rugi sehat moga guna,0
rambut kak suasana item kilau,0
isis qaedah alir khawarij bahaya laten islam umat islam,0
pendek paham istilah baju muslim baju nasrani baju yahudi baju koko baju muslim pastor baju model koko gamis mah klasik abu jahal gam,0
laku hidup temu pria asing nenyebalkan samping nada bicara sang teruna angie senang pria panggil non erti,0
kerja main persija kayak bakar kumis suporter baperan inget laku main,0
gubernur jabar damping presiden republik indonesia tinjau laksana bangun bandara kertajati majalengka selasa terusan,0
mampus lo inget kenang hha,1
muhammad quran manusia bejat,1
salam ustaz nak hukum bab jual beli hari beli jual akad jual beli,0
habib sinting anonim dengar sakit jiwa,1
cari orang tua malam hadir mimpi,0
so dick akhir kontol,1
buka twitter informasi dengar dengar benda curiga duga bom temu barel ui tinggal simpan kang warteg enak kang cilung anak kos warga barel,0
waras kambing jantan kayak ampas kalo admin,0
inget pura pura sakit biar perhatian alias anjing bangsat sakit brengsek,1
ya gitu ya materi hukum susah jurus tetap porsi susah lo ipa banding jurus susah borjuis elite bagus tai kucing,1
kaum bani cabul bohong makan bohong pulang donatur rasakaah azab allah,1
katolik data keluarga rapi pisah monitor hilang keluarga,0
bacot si kunyuk bikin sayang dah ah,1
siap otak bolot gue konfyus,1
bagian anjing enak si ganteng tato sodok kontol,1
eh ya ngocok matcha sembarang pas buka warung teh bikin es matcha latte pake blender,0
ahelah sombong punuk onta,1
sampah ambil kursi kafe manjaaaaa tulung,0
deklarasi anti hoax pilkada damai jukir tambakrejo simokerto,0
kalo duit rakyat tarik edar modar negara gada edar uang perban buruk ekonomi berantas judol akar blokir rekening dorman tolol emang hilang dapat judol,0
tau ku lahir sipit,0
jadi bodoh babi sial zikir hari moga kurang jauh amiiin,1
lupa nikmat makan enak kenyang sajahhhhh gembel,1
laki laki pakai cincin tengkorak sepatu warna putih tahi lalat dagu perempuan mata sipit rambut manis senyum sederhana cinta bahagia,0
sejarah puasa adopsi adaptasi agama agama bag habis,0
tri agama urus dana haji becus urus tetek bengek mah urus aparat selesai,0
resiko kena pneumonia akibat vape jelas daulat rakyat budaya teliti berita,0
yudas sih banyak protestan sih bilang saudara kandung kalo katolik bilang sepupu,0
alim alim bodoh bodoh lupa islam nikah tingkat kualitas ibadah bangun pranata generasi terus alas reduksi ketimbang zina memang,0
urus endog cus urus dasar cungkring dah dongo,1
ahok keok taipan ancam lengser reklamasi gagal nih negara atur jongos etika sontoloyo,1
kirimn kontol fto memek,1
cebong dungu akut pesan berita transfer isi manual bong norak kolam sik,1
mampus lu kalah lawan gua,1
bahasa susah sulli bahasa cina,0
presiden gelar rapat kabinet batas agenda bahas cepat laksana usaha rakyat,0
iya liat gedek banget anjir bapa,1
gue mengerti pola pikir orang tua suruh anak jauh autis manusia sih jahat banget lebih pintar,0
kimak norak banget plat kosong mobil harrier mini projie bejibun hidup tinggi beam anjing bikin terang bikin mata sakit kali norak gitu ya dek tau lampu pake lampu taman kota terang anjing alay,1
presiden joko widodo ajak ulama dingin situasi jelang laksana pilih kepala daerah pilkada serentak pilih milu jokowi lanjut jkfc andreopa aktivitas jokowi kornas,0
allahu akbar gue main taplak gunung ayo temenannn,0
kalo cebong sih senang omong bobot,1
catat terima kasih orang idiot buka hati erti sahabat,1
ahok diskusi terap sistem ganjil genap,0
turut pribadi tulus maaf,0
bangsat acc abis lock tai,1
berita lucu akrobat politik gerus elektabilitas presiden jokowi,0
gaya beruk preman kampung mantan supir tembak metromini masuk dpr kampung debat ajak rantam ancam banteng,1
saksi tani masyarakat ulama perintah dukung program kapal kemanusiaan suriah ton beras ahyudin presiden aksi yuk simak jelas lengkap video biar,0
perilaku politik pki wenang wenang biar partai politik kalang militer tni,0
bbm listrik telur percaya rezim koplak,1
hukum dapat keras rindu rindu antek paman zhong butuh terima hidup baru lambat laun terima hidup,0
temu presiden jokowi ulama jawa barat,0
debat publik ajang bukti pintar ruang akademik pamer ciamik orang kuat lemah egosentris nama kuat tahan,0
semangat serta beasiswa seni budaya indonesia ajar musik tradisional minangkabau padang bsbi iacs,0
rezim cebong lihat realita rakyat,1
kitab suci turun allah anggap fiksi pake sok segi filsafat eh kalo quran fiksi quran dasar hukum hukum islam pakai,0
yayasan kampus bangun dasar asas agama katolik kristen terima murid agama hehe,0
stok batas habis gramedia buku religi islam kristen hindu buddha,0
musyrik antar zalim tutup hafal quran hadis,0
ubah emang biu orang munafik tau tameng bahagia pikir bahagia mah abis mending tidur,0
bokep auto titit cinta,1
selamat gembar gembor bawa media ujug dah bandara gubernur,0
bangke gua bangun pagi masuk siang,1
suriah sekolah radikal rakit bom pulang indonesia pkl ya aman,0
andritany ismed sofyan ramdani lesta luhu wakil tim persija rumah duka almarhum fahreza siang,0
bicara atur bodo pikun literasi nih jenderal habib kena hina pancasila paham mabuk kecubung nih orang,1
nya sok munafik sih emang larang agama ku kalo agama baca ajar maaf ya dosa tambah dosa,0
dasar bajing hilang percaya berkat kau sial,1
badan pusat statistik catat nilai ekspor indonesia maret capai us miliar alami tingkat banding ekspor februari simak,0
tradisi katolik raya ekaristi misa ada nuansa daerah nama misa inkultur imlek misa inkulturasi tionghoa,0
suasana ancur bangsat mas pagi,1
teduh tensi pilkada ulama dukung jokowi calon presiden rakyat mau jokowi,0
tunggu buaya lobang ya,0
tidak mengerti tni mau ngewe banci tania tni nya tania kasih memek,1
adem lihat gubernur wagub kerja nyata harga negara,0
berita lokal tinggal margonda temu tas curiga barel duga bom jalan tutup komentar teman gue bom barel anak kos makan mie instan fyi dia kesel soa,0
anak soemitro begawan ekonomi pola pikir admin gerinda kayak kuliah kau fakir ilmu,0
tidur ruang kerja saksi bisu niiy,0
sekolah agama lo merah ya sekolah kapar kapir barang lo emang buat saudi hp china kasihan hidup lo gila ya jokowi periode ahok bebas tgb dah,1
anjay liat babi megang anjing,1
